Name,Gender,Status,URL,History
Player 024,Male,Alive,https://squid-game.fandom.com/wiki/Player_024_(2024),"Player 024 was in large debt and decided to join the Squid Games . He woke up in a Dormitory along with 455 other players, he then proceeded sign a contract and take his photo. He survived the first game, Red Light, Green Light , and voted to end the games. He managed to survive the 2nd game, Six-Legged Pentathlon , and changed his vote from X to O. He also survived Mingle , and voted O again, much to the joy of his team ."
Ali Abdul's son,Male,Alive,https://squid-game.fandom.com/wiki/Ali_Abdul%27s_son,"Ali's son was born in Pakistan, and soon after his birth, his parents decided to migrate to South Korea in hopes of better living conditions and quality of life. When they arrived, his mother would take care of him in the shack where they lived, while Ali worked at a factory. However, Ali was not able to earn money, due to the greed of his boss ."
Player 009,Female,Alive,https://squid-game.fandom.com/wiki/Player_009_(2024),"Player 009, like the other contestants, joined the Squid Games due to being in significant debt. She, along with 364 other contestants, made it past the first game. During the vote on whether to end or continue the games, she voted to continue. In the Six-Legged Pentathlon , she played Biseokchigi in which she and her team (including Park Gyeong-seok ) succeeded and survived the second game. She voted O to continue in second round. Also in Mingle , the third game , she survived again. She voted O to continue in third round. She can be seen beside of Player 394 after the special game ."
Player 427 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_427_(2024),"Player 427 fell into a massive amount of debt unable to pay it off a man approached him offering to play Ddakji , he reluctantly agreed and one his fair share receiving a business card. Player 427 went to the location at the correct time and entered a van where he was put unconscious. He then woke up next to 455 other players in a massive Dormitory . He made his way to the first game up a trechorous amount of stairs and made it to the the first game Red Light, green light and a man kept screaming saying that if we moved on red light we would get shot and player 427 didn’t believe his warnings as when Kang Mi-na got shot he joined in on the mass panic and ran to the doors sealing his fate."
Player 049,Female,Dead,https://squid-game.fandom.com/wiki/Player_049_(33rd_Squid_Game),"Player 049 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took his photo. She managed to survive the first game, Red Light, Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, she was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, and the majority voted no. However, those who were willing to return could, and she returned, along with most of the players. When it was Sugar Honeycombs she chosed the circle and managed to cut it."
Player 400,Female,Alive,https://squid-game.fandom.com/wiki/Player_400_(2024),Not much is known about Player 400 before entering the 2024 Squid Games but it was clear that she struggling with a significant amount of debt. As a result this caused her to be recruited by The Recruiter to participate in the Games. Player 400 was also a fan of the famous rapper Thanos and presumably attended most or all of his concerts.
Player 028,Female,Alive,https://squid-game.fandom.com/wiki/Player_028_(2024),"Player 028 joined the Squid Game to help pay off her massive amount of debt. After waking up in a room with 455 other people, she is seen in the dormitory among the players asking for their personal belongings and questioning where they are."
Player 451,Male,Dead,https://squid-game.fandom.com/wiki/Player_451_(33rd_Squid_Game),Player 451 was in heavy debt and chose to enter a high-risk competition to win money.
Player 344 (2024),Male,Alive,https://squid-game.fandom.com/wiki/Player_344_(2024),"Despite other participants, he was indebted with large debts and participated in the 2024 Squid Games. He woke up in the dormitory along with  454 other people and looked around before the guards entered the dormitory to welcome the players. The players are introduced to the games, and watch the images of the players being slapped by the salesman during ddakji. He signs the consent form and witnesses the confrontation between Thanos and Myung-gi . He takes his picture on the players' wall and goes upstairs to the first game which would be red light green light."
Player 090,Male,Alive,https://squid-game.fandom.com/wiki/Player_090_(33rd_Squid_Game),"Player 090 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, he signed a contract and took his photo. He managed to survive Red Light Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, he was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, but the majority voted no. It is unknown what he voted, but as we can see happiness on his face after majority voted ""X"". He must have voted ""X""."
Player 023,Male,Dead,https://squid-game.fandom.com/wiki/Player_023_(2024),"Voting Round 1 Round 2 ⭘ ⭘ Player 023 was in large debt and decided to join the Squid Games . He woke up in a Dormitory along with 455 other players, he then proceeded sign a contract and take his photo. He survived the first game, Red Light, Green Light , and voted to continue the games. He managed to survive the 2nd game, Six-Legged Pentathlon , and voted to continue like he did before."
Kang Cheol,Male,Alive,https://squid-game.fandom.com/wiki/Kang_Cheol,"Kang Cheol is a ten-year-old boy who was left in an orphanage due to absences of his father and mother. His sister, Kang Sae-byeok , was unable to care for him due to participating in the Squid Game and being eliminated."
Player 302 (33rd Squid Game),Male,Dead,https://squid-game.fandom.com/wiki/Player_302_(33rd_Squid_Game),"Player 302 was in a heavy debts and chose to enter the Squid Game. He survived the 1st game, Red Light, Green Light . After that, voting was held. It’s unknown which way he voted. And from the result, the game has temporarily terminated. But Player 302 returned, along with most players."
Player 307 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_307_(2024),"Player 307 likely joined the games to pay off some heavy debts. He woke up in a room with 455 other people where he signed his contract and had his player photo taken. After that, he was led to the first game, Red Light, Green Light where he passed. After passing the game, it was unknown what he voted, but after the majority chose on continuing, he went onto the next game of a Six-Legged Pentathlon , choosing 4 other players and passed. During Mingle , he passed all rounds gathering the correct number of players each round. He also partook in the Bathroom fight after the game, and shortly after that another fight broke out in which he also partook in but was ambushed by Player 348 ."
Lee Ju-hong,Male,Alive,https://squid-game.fandom.com/wiki/Lee_Ju-hong,"In the early morning of November 2, Hwang Jun-ho goes to the Seoul Dobong Police Station and finds Chief Kim . They go to Lee Ju-hong and Jun-ho asks him to bring the police and take down the Squid Games . Instead, Lee tells Jun-ho he should go to counseling, and that it's nothing to be ashamed of. Jun-ho yells at him, but he still refuses to believe it since the police depend on evidence. Lee then tells Chief Kim to process his resignation and that he's beyond help now. Lee Ju-hong then leaves the room, with Chief Kim chasing after him and promising that he'll ensure Jun-ho returns to counseling."
Player 417,Male,Dead,https://squid-game.fandom.com/wiki/Player_417_(33rd_Squid_Game),"Player 417 was in heavy debt and chose to enter the Squid Games in order to win money, being picked up and sedated by Squid Game staff and transported to the island where the games take place. He is one of several players who are shown being monitored in the Squid Game control room as they wake up. After signing a contract and having his photo taken, Player 417 managed to survive the first game, Red Light, Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, he was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, and the majority voted no. However, those who were willing to return could, and he returned, along with most of the other players. Player 417 subsequently survived Sugar Honeycombs as well as the Special Game . For Tug of War , he joined Team 6 and won against Team 3 or Team 2 . Before the game, he is seen whispering to another player when Jang Deok-su is betraying Han Mi-nyeo ."
Player 094,Male,Dead,https://squid-game.fandom.com/wiki/Player_094_(2024),"Like other players, he joined the 2024 Squid Game to pay off his debts. He survived Red Light Green Light and Six Legged Pentathlon and in the players' vote, It is assumed that he voted for X both times."
Player 411,Male,Alive,https://squid-game.fandom.com/wiki/Player_411_(2024),"Player 411 was in large debt and decided to join the Squid Games . He woke up in a Dormitory along with 455 other players, he then proceeded to sign a contract and take his photo. He survived the first game, Red Light, Green Light and voted X. He then managed to survive the 2nd game, Six-Legged Pentathlon , and changed his vote to O. He also survived Mingle and voted O again. He wasn't seen in the bathroom fight ."
Seong Ga-yeong's stepfather,Male,Alive,https://squid-game.fandom.com/wiki/Seong_Ga-yeong%27s_stepfather,"In 2020, he announced his intention to move Ga-yeong and her mother to the United States, and attempted to bribe Seong Gi-hun with money to stop seeing Ga-yeong after he visited his apartment to ask for money for his mother 's surgery. Gi-hun responded to this by punching in the face, but regretted this action after Ga-yeong witnessed it."
Player 361 (33rd Squid Game),Female,Dead,https://squid-game.fandom.com/wiki/Player_361_(33rd_Squid_Game),"Player 361 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo. She managed to survive the first game, Red Light, Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, she was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, and the majority voted no. However, those who were willing to return could, and she returned, along with most of the other players. She managed to survive the second game Sugar Honeycombs ."
Player 016,Male,Dead,https://squid-game.fandom.com/wiki/Player_016_(2024),"Before entering the game, he was in significant debt. He was challenged by The Recruiter to play a game of Ddakji . Because he was very skilled at that game, he was able to defeat the salesman, winning 100,000 won. He was then given an invitation to join Squid Game. He, along with 364 other contestants, made it past the first game. During the vote on whether to end or continue the game, he voted to continue. In Six-Legged Pentathlon , He, Player 178 and Player 189 , rejected Park Yong-sik and Jang Geum-ja from joining his team. They were eventually replaced by Player 416 and Jang Do-yeong (Player 198) , which would then turned out to be a horrible decision.Due to Player 198 's poor performance in the game, their entire team lost the match and was eliminated."
Player 080,Male,Alive,https://squid-game.fandom.com/wiki/Player_080_(2024),"Player 080 first appeared when Mr Kim and Woo-seok were searching for the Recruiter in a subway car. they mistakenly suspected that Player 080 was him and searched his bag without asking. Player 080 was alarmed by this and tried to take his bag back, but Woo-seok forced him back in his seat as Mr Kim assured him he'd check quickly."
Player 039,Male,Alive,https://squid-game.fandom.com/wiki/Player_039_(2024),"Player 039 was in large debt and decided to join the Squid Games . He woke up in a Dormitory along with 455 other players. He then proceeded to sign a contract and then took his photo. He survived the first 3 games, Red Light, Green Light , Six-Legged Pentathlon , and Mingle , and voted X for all three votes. He survived the Special Game and did not participate in the revolt ."
Player 427 (33rd Squid Game),Female,Dead,https://squid-game.fandom.com/wiki/Player_427_(33rd_Squid_Game),"Later, everyone was taken to an open area with a creepy robot doll at the front. It was revealed that the game was Red Light, Green Light . When the doll turned around, everyone ran forward, with Player 250 and Player 324 ahead of everyone, but Player 324 wasn't able to stop in time before the doll turned around, causing him to be eliminated. Player 324 then slumped over."
Factory owner,Male,Alive,https://squid-game.fandom.com/wiki/Factory_owner,"One day, when he is in his office on his computer playing a game, one of his employees, Ali Abdul , barges in, desperately telling him to pay him for the six months of hard work he did. The factory owner refuses to pay him, saying that the business is not doing well. However, Ali notices the money that he is carrying in his pocket so he rushes into him, and the factory owner refuses. The dispute becomes physical, and one thing leads to another. Soon, the factory owner's right hand gets stuck and shredded in a machine, crushing his fingers. As he screams in agony, this allows Ali the opportunity to steal the money and run away. The factory owner is never seen again."
Player 207 (33rd Squid Game),Male,Dead,https://squid-game.fandom.com/wiki/Player_207_(33rd_Squid_Game),"Player 207 was in huge debt and chose to join the Squid Games to win cash, he then signed a contract and took his photo, he then proceeded to the first game, "" Red Light, Green Light "". He managed to pass the first game alongside 200 other players. After the termination of the Games, he returned alongside 186 other players."
Player 089,Male,Dead,https://squid-game.fandom.com/wiki/Player_089_(33rd_Squid_Game),"Player 089 decided to join the Squid Games after incurring large amounts of debt. He was picked up and sedated by Squid Game staff and taken to the island where the games take place. He can be seen passing by Oh Il-nam 's bed as he talks to Seong Gi-hun , and later in the crowd that watches as Jang Deok-su and Kang Sae-byeok fight."
Player 307,Male,Dead,https://squid-game.fandom.com/wiki/Player_307_(33rd_Squid_Game),"After accumulating large amounts of debt, Player 307 chose to enter a high-risk competition to win money, being picked up and sedated by Squid Game staff and taken to the island where the game takes place. He then woke up in a large room with 455 other people, where he witnessed Jang Deok-su and Kang Sae-byeok fighting."
Kim Jin-woo,Male,Alive,https://squid-game.fandom.com/wiki/Kim_Jin-woo,"When Seong Gi-hun arrives at the police station and claims he had been abducted by several people and forced to play games, which if they lost, they would die, Jin-woo and his colleagues Kim Sang-hyuk and Hwang Jun-ho do not believe him. When he provides them with a phone number, a woman answers, appearing to have no connection with anything that Gi-hun claims. After this, Gi-hun is thrown out of the station."
Player 036,Male,Dead,https://squid-game.fandom.com/wiki/Player_036_(33rd_Squid_Game),"Player 036 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people,  signed a contract and took his photo."
Player 215,Female,Dead,https://squid-game.fandom.com/wiki/Player_215_(2024),"Player 215 is a woman in her 20s-30s that has long spiky hair and fancy gold-color earings, she lacks of upper teeth, Not much is known about Player 215 prior to the games, but it us likely that she was in heavy financial stress and chose to enter the Squid Games as a result."
Player 448,Female,Alive,https://squid-game.fandom.com/wiki/Player_448_(2024),"Player 448 was in heavy debt and decided to join the 2024 Squid Games . After waking up in a room with 455 other players, she signed the player consent form, officially signing her up for the games."
Player 209,Male,Alive,https://squid-game.fandom.com/wiki/Player_209_(2024),"He passed the first three games offscreen, only making a minor appearance in Mingle with a different actor. He is seen in the third vote, and seen going to confront the Os when Dae-ho fights with Yeong-sam. He is alive and will appear in Season 3."
Player 308,Female,Dead,https://squid-game.fandom.com/wiki/Player_308_(2024),Nothing is known about her life before the games except that she was on the brink of financial ruin. This led The Recruiter to recruit her for the 2024 Squid Game accepted and went into the games.
Player 350 (2024),Male,Alive,https://squid-game.fandom.com/wiki/Player_350_(2024),"Player 350 was in large debt and decided to join the Squid Game . He woke up in a Dormitory along with 455 other players, he then proceeded sign a contract and take his photo. He survived the first game, Red Light, Green Light , and voted to stop the games. He managed to survive the 2nd game, Six-Legged Pentathlon , and voted X, like he did before. He also survived Mingle and voted X for the third time."
Player 171,Female,Alive,https://squid-game.fandom.com/wiki/Player_171_(33rd_Squid_Game),"Player 171 was heavy in debt and chose to enter a high risk competition to win money. After waking up in a large room with 455 other people, she signed a contract,took her photo and went to where Red Light Green light happens. She was shaken after seeing 3 people die but she did not run to the doors and made progress the whole round and completed it. She was scared after seeing so many people die and she voted X."
Player 217,Male,Dead,https://squid-game.fandom.com/wiki/Player_217_(2024),"Player 217 was a fan of Thanos and presumably attended most or all of his concerts. In 2024, he was in heavy financial stress and chose to enter the Squid Games as a result."
Doctor (Hell),Male,Alive,https://squid-game.fandom.com/wiki/Doctor_(Hell),"When Oh Mal-soon passed out, she was brought to the hospital where the doctor worked, and her son Seong Gi-hun was called in. The doctor diagnosed her with type 2 diabetes, and stated that she must have been in much pain. He advised that she stay in the hospital and said that in a worse case scenario, she would have to have her leg amputated. However, due to money issues, Mal-soon decided to leave the hospital, in fear of having more debt."
Player 212,Male,Dead,https://squid-game.fandom.com/wiki/Player_212_(2024),"Player 212 joined the Squid Game to help pay off her massive amount of debt. After waking up in a room with 455 other people, he signed the player consent form and took his picture, officially getting him into the games."
Park Gyeong-seok,Male,Alive,https://squid-game.fandom.com/wiki/Park_Gyeong-seok,"Gyeong-seok's only daughter, Park Na-yeon , was suffering from blood cancer and she joined him at his job as an artist at an amusement park. One day, she received a lollipop from Kang No-eul , another worker in her Bunny costume (who is also a deserter from North Korea ), causing her to follow No-eul and leave her father. He eventually found her in the changing room with the costumed mascots, he apologizes to No-eul and takes Na-yeon outside."
Player 344 (33rd Squid Game),Female,Alive,https://squid-game.fandom.com/wiki/Player_344_(33rd_Squid_Game),"Player 344 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo."
Player 134,Male,Alive,https://squid-game.fandom.com/wiki/Player_134_(2024),Player 134 was likely in debt and decided to join Squid Games .
Player 394 (2024),Female,Alive,https://squid-game.fandom.com/wiki/Player_394_(2024),"She wasn't really visible at the games themselves, but she successfully completed all 3. She always actively campaigned for voting for O , and was sad that so few people died after the second game . Most likely, she took part in planning the Special Game , although she didn't kill anyone herself."
Player 308,Female,Dead,https://squid-game.fandom.com/wiki/Player_308_(33rd_Squid_Game),"Player 308 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo. She managed to survive the first game, Red Light Green Light, after most of the contestants had been wiped out. Afterwards, like everyone else, she was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, and the majority voted no. However, those who were willing to return could, and she returned, along with most of the other players."
Player 370 (2024),Female,Dead,https://squid-game.fandom.com/wiki/Player_370_(2024),"Player 370 is an older woman who seems to be in her 50s-60s. Just like everyone else, she was in crippling debt."
Player 387 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_387_(2024),"Player 387 was heavily in debt and needed money ASAP. This all changed when the Salesman came up to him and promised him a bright future. He called the number on the back of the card and was taken to the Squid Game Island. There, he woke up with 455 other players and got his photo taken. He walks up the stairs to get ready for the first game. He then hears Player 456 yapping about how you get killed in these games. He and the 454 other players doesn't belive this and thinks he's insane. He plays the game well and survives the chaos when Player 196 gets shot and people starts running away. He ends up making it to the finish line with the other players. During the vote he picks ""X"" but unfortunately for him and the other X's the majority picked to continue the games. He then goes up the stairs to the second game Six Legs. He finds a team and he is seen looking at the first 2 teams getting eliminated. He and his team is never seen after that scene so he could have died off camera in Six Legs or completed the game off camera but died in Mingle."
Player 071,Female,Dead,https://squid-game.fandom.com/wiki/Player_071_(2024),"Player 071 was struggling with a significant amount of debt, causing her to be recruited by The Recruiter to participate in the 2024 Squid Game . Like the other 455 participants, she woke up inside the Dormitory . After waking up, she could be seen standing next to Player 075 and Player 138 , having a conversation with them after Jeong-dae's debt was revealed. Later on, she signed the consent form and had her photograph taken."
Hwang In-ho,Male,Alive,https://squid-game.fandom.com/wiki/Hwang_In-ho,"Hwang In-ho was born on February 2, 1976 somewhere in Gyeonggi Province. During his childhood, his father remarried to a woman named Park Mal-soon , and they had a son Hwang Jun-ho . At some point in his life, he gave one of his kidneys to his brother."
Player 082,Male,Dead,https://squid-game.fandom.com/wiki/Player_082_(2024),"Player 082 got in a lot of debts, and couldn’t do a living. He was approached by a salesman , offering to play some ddakji with him. As he won a lot of money by paying with his cheeks, he thought that it was a great idea to participate in the 37th squid game ."
Player 402 (2024),Male,Dead,https://squid-game.fandom.com/wiki/Player_402_(2024),"Like most players, player 402 was in big debt and decided to join the squid game. On November 1st, he woke up in a dorm with 454 other players and signed the contract to play the games. He survived the Red Light Green Light and voted for ""O."" He managed to survive the Six Legged Penthatlon and voted for ""O"" again. Player 402 died in the mingle."
Player 349 (2024),Female,Alive,https://squid-game.fandom.com/wiki/Player_349_(2024),"Player 349 is a player of 2024 squid games, like most players, she was in big debt, she played Ddakji with the salesman and she got the game card, on November 1st she woke up in a dorm with 454 other players and signed the game contract. She survived Green light Red light and after that she presumably voted ""X"", in the Six-Legged Pentathlon she was an ally of player 423, and other three players, she survived and voted ""X"" again, in Mingle she is seen a few times and she survived, after Mingle she appears to be traumatized by the cruelty of the games, being scared of player 047 just for approaching her in the players headcount, she managed to survive lights out and did not join the rebellion, surviving season 2, in the season 3 teaser she is seen in the initial moments but is not seen in the fourth game, considering that probably 61 players survived season 2, it is possible that she skips the fourth game for it be divided equally (at least initially) into two teams of 30 people, a similar situation that Han Mi-nyeo had in the first season, it is also possible that she died or did not appear due to an error"
Player 144,Female,Dead,https://squid-game.fandom.com/wiki/Player_144_(33rd_Squid_Game),"Player 144 Name unknown Aliases Player 144 Family no identified ones Relationships none Affiliation 33 rd Squid Game Occupation unknown Born unknown Fate Status Deceased Died Red Light, Green Light Cause of death Moved on Red Light Physical Description Gender Female Eye color Brown Hair color Black Appearances Portrayed by An unknown extra Only appearance "" Red Light, Green Light """
Player 033,Male,Dead,https://squid-game.fandom.com/wiki/Player_033_(2024),Player 033 was in huge debt and decided to join the 2024 Squid Games . He died in Red Light Green Light where he ran to the door along with many other players in the initial chaos. He was last seen encouraging Player 018 before running with her to the door.
Player 172,Female,Dead,https://squid-game.fandom.com/wiki/Player_172_(33rd_Squid_Game),"Player 172 was in heavy debts, so she decided to enter the Squid Game. She wakes up in a room with 455 other Players. She then signed his contract and took her photo. She later entered Red Light Green Light ."
Player 295 (33rd Squid Game),Female,Alive,https://squid-game.fandom.com/wiki/Player_295_(33rd_Squid_Game),"Player 295 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo."
Number 007,Male,Alive,https://squid-game.fandom.com/wiki/Number_007,"Like all of the soldiers, Number 007 met in a trailer in the Tancheon parking lot in the early morning of November 1, and changed into his soldier uniform before being transported to the island. Before the games, the Masked Officer recruited Number 007 and 005 to take part in the organ trafficking ring ."
Se-mi,Female,Dead,https://squid-game.fandom.com/wiki/Se-mi,Se-mi was born at some point in 1998 or afterwards. She decided to enter Squid Game in 2024 to win money to cover her debt.
Player 012,Male,Dead,https://squid-game.fandom.com/wiki/Player_012_(33rd_Squid_Game),"Player 012 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, he signed a contract and took his photo. He managed to survive the first game, Red Light, Green Light , after most of the contestants had been wiped out. He was likely upset from how the organization kill players for being eliminated. While it is unknown if he voted to stay in the games or not, he was initially sent home since slight majority voted to terminate the games. He and 186 other players decided to come back to win the prize money. He also passed the Sugar Honeycombs challenge after chosing the triangle."
Player 317 (33rd Squid Game),Female,Alive,https://squid-game.fandom.com/wiki/Player_317_(33rd_Squid_Game),"Player 317 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo and entered the first game called Red Light Green Light ."
Park Mi-hwa,Female,Alive,https://squid-game.fandom.com/wiki/Park_Mi-hwa,"After accumulating ₩3.1 billion worth of debt, Park Mi-hwa was contacted by Squid Game staff and informed of an opportunity to win large amounts of money. She then decided to join the Squid Games."
Player 202,Male,Alive,https://squid-game.fandom.com/wiki/Player_202_(2024),"Player 202 was a contestant in the 2024 Squid Game . While the amount of debt is unknown it was likely large enough for him wanting to stay as he Voted to continue the games each Voting session. He participated in first 3 games and survived. Before the 4th game , a fight took place in the bathroom and once that finished that caused Team X and Team O to split up in two different groups. He sat with his fellow O voters as they were counting to see who had the majority. They were down one less person, 202 and the rest of the O voters attacked X voters during the Special Game . He survived the Special Game and did not participate in Gi-hun 's Rebellion ."
Player 359,Male,Alive,https://squid-game.fandom.com/wiki/Player_359_(2024),"Player 359 most likely joined the 2024 Squid Game to help pay off his debt. He was able to make it past the first game , second game and third game off-screen. He voted to leave during the 2nd round of voting, and again voted to leave in the 3rd round of voting."
Oh Yeong-uk,Male,Dead,https://squid-game.fandom.com/wiki/Oh_Yeong-uk,Oh Yeong-uk was ₩1.02 billion in debt and chose to enter the Squid Games to win large amounts of money. He was picked up by Squid Game staff and brought to the island where the games take place.
Evangelist,Male,Alive,https://squid-game.fandom.com/wiki/Evangelist,He finds Gi-hun in the street on a rainy night when he is dumped from a limo after winning Squid Game. He had posters that promoted Jesus is Lord. He said that to Gi-hun when he gained consciousness.
Sim Jae-seok,Male,Dead,https://squid-game.fandom.com/wiki/Sim_Jae-seok,Sim Jae-seok was ₩2.89 billion in debt. He decided to enter the Squid Games in order to win money to pay his debt off.
Seon-nyeo,Female,Alive,https://squid-game.fandom.com/wiki/Seon-nyeo,"Prior to the games, Seon-nyeo was supposedly a shaman. In 2024, she somehow lost a large amount of money and entered the Squid Games to pay off her debt. Prior to the first game, she took notice of Seong Gi-hun and approach him revealing a bit of her shaman skills. She brought up to him how is fate is sealed and that there are many vengeful souls cursing him with bad karma."
Player 010,Male,Dead,https://squid-game.fandom.com/wiki/Player_010_(2024),"Voting Round 1 ⭘ Player 010 was in heavy debt. As a result, he joined the 2024 Squid games to finish all this money he had to pay off. After signing up for the games and taking his picture, he made his way to the first game, Red Light, Green Light . He was able to make it past the finish line off-screen and survived the game. Afterwards in the voting, he voted "" O "" to continue the games."
Player 189,Male,Dead,https://squid-game.fandom.com/wiki/Player_189_(33rd_Squid_Game),"Player 189 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, he signed a contract and took his photo. He managed to survive the first game, Red Light, Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, he was shaken by the deaths of the contestants , when the prize money was finally revealed. A vote was held if the game should continue, and the majority voted no. However, those who were willing to return could, he returned along, with 186 other players."
Player 173,Female,Dead,https://squid-game.fandom.com/wiki/Player_173_(2024),"Player 173 was in heavy debt and decided to join the Squid Games that took place in 2024. After waking up in the dormitory with 455 other contestants, she could later be seen looking up at the piggy bank. She then signed the player consent form, officially signing her up for the games. In the first game , Player 173 followed Gi-Hun's advice of standing still and could be seen frozen during the initial chaos. She was then able to finish and make it past the finish line. Later on in the voting, she voted ""X"" to terminate the games after the chaos she had to witness and endure."
Player 021,Male,Dead,https://squid-game.fandom.com/wiki/Player_021_(33rd_Squid_Game),"Player 021 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, he signed a contract, and got his photo. He managed to survive the first game, Red Light Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, he was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, but the majority voted no. However, those who were willing to return could, and he returned, along with most of the other players."
Player 292,Male,Dead,https://squid-game.fandom.com/wiki/Player_292_(33rd_Squid_Game),"Player 292 was in a heavy debt and chose to enter a high risk competition to win money, After waking up in a large room with 455 other people, he signed a contract and took his photo. He survived Red Light, Green Light and returned to the games."
Player 193,Female,Alive,https://squid-game.fandom.com/wiki/Player_193_(33rd_Squid_Game),"Player 193 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo. She managed to survive the first game, Red Light Green Light, after most of the contestants had been wiped out. Afterwards, like everyone else, she was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, and the majority voted no."
Player 447 (2024),Male,Alive,https://squid-game.fandom.com/wiki/Player_447_(2024),"Player 447 was in large debt and decided to join the Squid Games . He woke up in a Dormitory along with 455 other players, he then proceeded sign a contract and take his photo. He survived the first game, Red Light, Green Light , and voted to continue the games. He managed to survive the 2nd game, Six-Legged Pentathlon , and voted O, like he did before. He also survived Mingle and voted O for the third time."
Nam-gyu,Male,Alive,https://squid-game.fandom.com/wiki/Nam-gyu,"Before the games, Nam-gyu worked as a club promoter at Club Pentagon, where he became acquainted with the rapper Thanos . He was an active drug user as well, having tried nearly every street drug he could obtain through his position in the clubbing scene."
Player 357,Male,Dead,https://squid-game.fandom.com/wiki/Player_357_(33rd_Squid_Game),"Player 357 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, he signed a contract and took his photo. He managed to survive the first game, Red Light, Green Light , after most of the contestants had been wiped out. Afterwards, like everyone else, he was shaken by the deaths of the contestants, when the prize money was finally revealed. A vote was held if the game should continue, but the majority voted no. However, those who were willing to return could, and he returned, along with most of the other players."
Player 172,Male,Alive,https://squid-game.fandom.com/wiki/Player_172_(2024),"Player 172 was presumably in large amounts of debt and decided to join the Squid Games in order to win money. He managed to survive the first two games, Red Light, Green Light , and Six-Legged Pentathlon . He was shocked by the deaths and decided to vote to stop the games after both games."
Player 418,Male,Alive,https://squid-game.fandom.com/wiki/Player_418_(2024),Player 418 was a Thanos fan before getting into the games and probably went to all or some of the Thanos concerts.
Player 135,Male,Dead,https://squid-game.fandom.com/wiki/Player_135_(2024),"Player 135, like the other contestants, joined the Squid Games due to being in significant debt. He, along with 364 other contestants, made it past the first game . During the vote on whether to discontinue or continue the game, he voted to continue the games. After the players were told to form teams of five for the second game, Player 135 teamed up with 239 , 263 , 415 and 453 . When it was announced that the game was Six-Legged Pentathlon , the team decided on Player 135 playing Jegi."
Player 345 (33rd Squid Game),Female,Dead,https://squid-game.fandom.com/wiki/Player_345_(33rd_Squid_Game),"Player 345 was in heavy debt and chose to enter a high-risk competition to win money. After waking up in a large room with 455 other people, she signed a contract and took her photo and entered the first game called Red Light, Green Light ."
